date,DFEDTARU
20180711,2.0
20180712,2.0
20180713,2.0
20180714,2.0
20180715,2.0
20180716,2.0
20180717,2.0
20180718,2.0
20180719,2.0
20180720,2.0
20180721,2.0
20180722,2.0
20180723,2.0
20180724,2.0
20180725,2.0
20180726,2.0
20180727,2.0
20180728,2.0
20180729,2.0
20180730,2.0
20180731,2.0
20180801,2.0
20180802,2.0
20180803,2.0
20180804,2.0
20180805,2.0
20180806,2.0
20180807,2.0
20180808,2.0
20180809,2.0
20180810,2.0
20180811,2.0
20180812,2.0
20180813,2.0
20180814,2.0
20180815,2.0
20180816,2.0
20180817,2.0
20180818,2.0
20180819,2.0
20180820,2.0
20180821,2.0
20180822,2.0
20180823,2.0
20180824,2.0
20180825,2.0
20180826,2.0
20180827,2.0
20180828,2.0
20180829,2.0
20180830,2.0
20180831,2.0
20180901,2.0
20180902,2.0
20180903,2.0
20180904,2.0
20180905,2.0
20180906,2.0
20180907,2.0
20180908,2.0
20180909,2.0
20180910,2.0
20180911,2.0
20180912,2.0
20180913,2.0
20180914,2.0
20180915,2.0
20180916,2.0
20180917,2.0
20180918,2.0
20180919,2.0
20180920,2.0
20180921,2.0
20180922,2.0
20180923,2.0
20180924,2.0
20180925,2.0
20180926,2.0
20180927,2.25
20180928,2.25
20180929,2.25
20180930,2.25
20181001,2.25
20181002,2.25
20181003,2.25
20181004,2.25
20181005,2.25
20181006,2.25
20181007,2.25
20181008,2.25
20181009,2.25
20181010,2.25
20181011,2.25
20181012,2.25
20181013,2.25
20181014,2.25
20181015,2.25
20181016,2.25
20181017,2.25
20181018,2.25
20181019,2.25
20181020,2.25
20181021,2.25
20181022,2.25
20181023,2.25
20181024,2.25
20181025,2.25
20181026,2.25
20181027,2.25
20181028,2.25
20181029,2.25
20181030,2.25
20181031,2.25
20181101,2.25
20181102,2.25
20181103,2.25
20181104,2.25
20181105,2.25
20181106,2.25
20181107,2.25
20181108,2.25
20181109,2.25
20181110,2.25
20181111,2.25
20181112,2.25
20181113,2.25
20181114,2.25
20181115,2.25
20181116,2.25
20181117,2.25
20181118,2.25
20181119,2.25
20181120,2.25
20181121,2.25
20181122,2.25
20181123,2.25
20181124,2.25
20181125,2.25
20181126,2.25
20181127,2.25
20181128,2.25
20181129,2.25
20181130,2.25
20181201,2.25
20181202,2.25
20181203,2.25
20181204,2.25
20181205,2.25
20181206,2.25
20181207,2.25
20181208,2.25
20181209,2.25
20181210,2.25
20181211,2.25
20181212,2.25
20181213,2.25
20181214,2.25
20181215,2.25
20181216,2.25
20181217,2.25
20181218,2.25
20181219,2.25
20181220,2.5
20181221,2.5
20181222,2.5
20181223,2.5
20181224,2.5
20181225,2.5
20181226,2.5
20181227,2.5
20181228,2.5
20181229,2.5
20181230,2.5
20181231,2.5
20190101,2.5
